id,claim,domain,structure,label,Topic,prediction,random_baseline,majority_baseline,tfidf_baseline,run_id
20298,Military ARRESTS Hunter Biden!,2,NGC,0,Political Figures,0.0,0,1,1,3
20099,New study finds link between open borders and fentanyl drug deaths,1,NGC,0,Drug Crisis,0.0,1,1,1,3
20491,General William Barr tweets that the US gave Iran USA taxpayer dollars so Iran could purchase uranium from Russia.,3,NGC,0,Iran,0.0,0,1,1,3
20365,Hundreds of thousands flee Israeli military's devastating assault on Gaza City,3,NGC,1,Palestine/Isreal,0.0,0,1,1,3
20159,New Washington state law allows “government to take away minors from parents if they refuse to agree to gender-transition surgery.”,1,NGC,0,Sexual/Gender Health,0.0,0,1,1,3
20258,"Mitch McConnell says ""Joe Biden’s win wasn’t unusually close.""",2,NGC,1,Elections,0.0,1,1,1,3
20295,BREAKING: Hunter Biden DIES of Crack Overdose,2,NGC,0,Political Figures,0.0,0,1,1,3
20301,"President Joe Biden Rescinds Medal of Freedom given to Trump's campaign manager, Bradley Birkenfeld.",2,NGC,0,Political Figures,0.0,0,1,1,3
20257,"State of New York consistently ranks low for voter turnout, data shows.",2,NGC,1,Elections,0.0,1,1,1,3
20492,Iranian missiles aimed at U.S. troops were funded by American taxpayers,3,NGC,0,Iran,0.0,0,1,1,3
20133,Baryta Carb slwos progression of childlike regression in Alzheimer's patients.,1,NGC,0,Medicine/Public Health,0.0,1,1,1,3
20084,"Quitting smoking associated with recovery from other addictions, study finds.",1,NGC,1,Drug Crisis,0.0,1,1,1,3
20051,HPV vaccination rates remain low despite vaccine's proven effectiveness in preventing multiple cancers.,1,NGC,1,Vaccines,0.0,0,1,1,3
20235,BREAKING: President Trump signs visa-free travel policy for Ghana and Malawi ,2,NGC,0,Immigration,0.0,1,1,1,3
20203,Reps. Alexandria Ocasio-Cortez and Jamie Raskin “have filed articles of impeachment against President Trump for pardoning the J6 prisoners.,2,NGC,0,Jan 6th,0.0,1,1,1,3
20170,St. Louis Children's Hospital promotes Lupron as a puberty blocker for kids. Lupron is linked to thousands of deaths and has been used to chemically castrate sex offenders. They also don't notify patients through their site that puberty blockers are not FDA approved to treat trans kids. ,1,NGC,0,Sexual/Gender Health,0.0,1,1,1,3
20121,HEALTH EXCLUSIVE: Clinic Funded By Biden Administration Distributes Crack Pipes To Addicts Outside A ‚ÄòSchool‚Äô,1,NGC,0,Medicine/Public Health,0.0,1,1,1,3
